date,btc_price,change_24h,timestamp
2025-09-24,113328.63,,
2025-09-25,109049.29,,
2025-09-26,109712.83,,
2025-09-27,109681.95,,
2025-09-28,112122.64,,
2025-09-29,114400.38,,
2025-09-30,114056.09,,
2025-10-01,118648.93,,
2025-10-02,120681.26,,
2025-10-03,122266.53,,
2025-10-04,122425.43,,
2025-10-05,123513.48,,
2025-10-06,124752.53,,
2025-10-07,121451.38,,
2025-10-08,123354.87,,
2025-10-09,121705.59,,
2025-10-10,113214.37,,
2025-10-11,110807.88,,
2025-10-12,115169.77,,
2025-10-13,115271.08,,
2025-10-14,113118.66,,
2025-10-15,110783.16,,
2025-10-16,108186.04,,
2025-10-17,106467.79,,
2025-10-18,107198.27,,
2025-10-19,108666.71,,
2025-10-20,110588.93,,
2025-10-21,108476.89,,
2025-10-22,107688.59,,
2025-10-23,110069.73,,
2025-10-24,111033.92,,
2025-10-25,111641.73,,
2025-10-26,114472.45,,
2025-10-27,114119.33,,
2025-10-28,112956.16,,
2025-10-29,110055.30,,
2025-10-30,108305.55,,
2025-10-31,109556.16,,
2025-11-01,110064.02,,
2025-11-02,110639.62,,
2025-11-03,106547.52,,
2025-11-04,101590.52,,
2025-11-05,103891.84,,
2025-11-06,101301.29,,
2025-11-07,99842.51,,
2025-11-19,2912927.00,-3.67,2025-11-19T23:21:45.962724
